text	label
Recebidos os Autos do Arquivo Geral	H:Arquivado
Baixa Definitiva	H:Arquivado
Remetidos os Autos para o Tribunal de Justiça - Seção de Direito Público 15 volumes do proc princ (0406051081997) + 2 volumes de AI + 1 volume emb à exec em apenso (0021066-57.2012)+ 2 volumes emb à exec e apenso (0010375-18.2011) Tipo de local de destino: Tribunal de Justiça de São Paulo Especificação do local de destino: Tribunal de Justiça de São Paulo	H:Ativo
Certidão Genérico	H:Arquivado
Ofício Requisitório-Extinção de Precatório Expedido Ofício - Requisitório Eletrônico - Precatório - Extinção - Execução Fiscal-Fazenda Pública-Acidentes do Trabalho	H:Arquivado
Arquivado Definitivamente	H:Arquivado
Arquivado Definitivamente Remessa ao Arquivo Geral	H:Arquivado
Remetidos os Autos para o Tribunal de Justiça/Colégio Recursal - Processo Digital	H:Ativo
Arquivado Definitivamente	H:Arquivado
Contrarrazões Juntada Nº Protocolo: WJMJ.19.40208888-1 Tipo da Petição: Contrarrazões de Apelação Data: 19/02/2019 09:19	H:Ativo
Certidão de Publicação Expedida Relação :0159/2018 Data da Disponibilização: 20/07/2018 Data da Publicação: 23/07/2018 Número do Diário: 2620/2018 Página: 2216 e ss	H:Ativo
Certidão de Publicação Expedida Relação :0043/2019 Data da Disponibilização: 14/03/2019 Data da Publicação: 15/03/2019 Número do Diário: 2767 Página: 2767/2774	H:Ativo
Trânsito em Julgado às partes - com Baixa Transito Julgado: 17/03/2016	H:Arquivado
Processo Suspenso ou Sobrestado por Decisão Judicial	H:Ativo
Arquivado Definitivamente Arquivo Geral: Arquivado no Pacote 3794/2015.	H:Arquivado
Arquivado Provisoriamente cx 6193/17 - 1 e 2 volumes.	H:Suspenso
Arquivado Provisoriamente	H:Suspenso
Remetida a Carta Precatória ao Cartório de Origem Cumprida Negativa Remetida à Comarca de Piracicaba/SP	H:Arquivado
Início da Execução Juntado 0001751-37.2019.8.26.0008 - Cumprimento de sentença	H:Arquivado
Arquivado Definitivamente	H:Arquivado
Certidão de Objeto e Pé Expedida Certidão - Objeto e Pé - Criminal	H:Arquivado
Arquivado Definitivamente Extinto	H:Arquivado
Arquivado Definitivamente	H:Arquivado
Suspensão do Prazo Prazo referente ao usuário foi alterado para 13/03/2019 devido à alteração da tabela de feriados	H:Ativo
Certidão de Publicação Expedida Relação :0080/2019 Data da Disponibilização: 26/02/2019 Data da Publicação: 27/02/2019 Número do Diário: 2757 Página:	H:Ativo
Arquivado Definitivamente	H:Arquivado
Arquivado Definitivamente	H:Arquivado
Remetidos os Autos para o Tribunal de Justiça/Colégio Recursal - Processo Digital	H:Ativo
Tipo do Movimento:Publicado  Atos da Serventia Folhas do DJERJ.:128/139	H:Arquivado
Ofício Expedido Ofício - DETRAN - Liberação e Transferência de Veículo	H:Ativo
Certidão de Publicação Expedida Relação :0318/2017 Data da Disponibilização: 23/08/2017 Data da Publicação: 24/08/2017 Número do Diário: Página:	H:Ativo
Remetidos os Autos para o Tribunal de Justiça/Colégio Recursal - Processo Digital	H:Ativo
Conclusos para Sentença	H:Ativo
Petição Juntada Nº Protocolo: WFPA.18.70475788-2 Tipo da Petição: Petições Diversas Data: 21/11/2018 17:22	H:Ativo
Conclusos para Decisão Em br	H:Ativo
Recebidos os Autos do Advogado Tipo de local de destino: Cartório Especificação do local de destino: Cartório da 1ª. Vara de Acidentes do Trabalho	H:Ativo
Arquivado Provisoriamente	H:Suspenso
Certidão de Cartório Expedida Certidão - Genérica	H:Suspenso
Suspensão do Prazo Prazo referente ao usuário foi alterado para 31/01/2019 devido à alteração da tabela de feriados	H:Ativo
Certidão de Publicação Expedida Relação :0189/2019 Data da Disponibilização: 02/04/2019 Data da Publicação: 03/04/2019 Número do Diário: 2780 Página: 540/544	H:Ativo
Arquivado Definitivamente	H:Arquivado
Ofício Requisitório - Comunicação - Protocolo Eletrônico - DEPRE	H:Arquivado
Certidão de Publicação Expedida Relação :0259/2018 Data da Disponibilização: 05/07/2018 Data da Publicação: 06/07/2018 Número do Diário: 2610 Página: 1335/1338	H:Ativo
Ofício Juntado	H:Ativo
Certidão de Cartório Expedida Certifico e dou fé que o autor promoveu protocolo de petição sob o código de movimentação 156 - Cumprimento de Sentença, vinculado ao processo principal nº 0025806-11.2012.8.26.0004, gerando um novo número de cumprimento de sentença (0002056-04.2017.8.26.0004), cujo conteúdo digitalizei e junto na sequência, pois refere-se ao presente feito. Nada Mais.	H:Suspenso
Certidão de Publicação Expedida Relação :0107/2019 Data da Disponibilização: 29/03/2019 Data da Publicação: 01/04/2019 Número do Diário: 2778 Página: 2286/2290	H:Arquivado
Remetidos os Autos para o Tribunal de Justiça/Colégio Recursal - Processo Digital	H:Ativo
Arquivado Definitivamente	H:Arquivado
Certidão de Publicação Expedida Relação :0352/2017 Data da Disponibilização: 20/09/2017 Data da Publicação: 21/09/2017 Número do Diário: 2434 Página: 725/738	H:Arquivado
Certidão de Publicação Expedida Relação :0325/2016 Data da Disponibilização: 04/08/2016 Data da Publicação: 05/08/2016 Número do Diário: 2172 Página: 2467/2472	H:Suspenso
Petição Juntada Juntada a petição diversa - Tipo: Petições Diversas em Procedimento Comum - Número: 80006 - Protocolo: FBDO16000705066	H:Arquivado
Tipo do Movimento:Arquivamento Tipo de arquivamento:definitivoMaço:14746Maço recebido pelo arquivo em:10/07/2014Local de arquivamento:Arquivo Geral - Rio de Janeiro	H:Arquivado
Certidão de Cartório Expedida Certidão - Genérica	H:Arquivado
Despacho	H:Ativo
Remetida a Carta Precatória ao Cartório de Origem Cumprida Positiva	H:Arquivado
Conclusos para Decisão	H:Arquivado
Arquivado Definitivamente	H:Arquivado
Suspensão do Prazo Prazo referente à movimentação foi alterado para 11/03/2019 devido à alteração da tabela de feriados	H:Ativo
Arquivado Definitivamente	H:Arquivado
Arquivado Definitivamente	H:Arquivado
Tipo do Movimento:Arquivamento Tipo de arquivamento:definitivoSituação:Em fase de encaminhamento ao arquivo	H:Arquivado
Recebidos os Autos da Procuradoria do Estado Tipo de local de destino: Cartório Especificação do local de destino: Cartório da Vara das Execuções Fiscais Estaduais	H:Arquivado
Tipo do Movimento:Arquivamento Tipo de arquivamento:definitivoMaço:7464Maço recebido pelo arquivo em:05/08/2015Local de arquivamento:Arquivo Geral - Rio de Janeiro	H:Arquivado
Certidão de Publicação Expedida Relação :0292/2015 Data da Disponibilização: 11/08/2015 Data da Publicação: 12/08/2015 Número do Diário: 1943 Página: 1738/1739	H:Ativo
Remetidos os Autos para o Tribunal de Justiça/Colégio Recursal - Processo Digital	H:Ativo
Remessa do Arquivo CAIXA 4390/2017	H:Arquivado
Certidão de Publicação Expedida Relação :0280/2017 Data da Disponibilização: 18/09/2017 Data da Publicação: 19/09/2017 Número do Diário: 2432 Página: 367/376	H:Arquivado
Certidão de Publicação Expedida Relação :0250/2016 Data da Disponibilização: 19/09/2016 Data da Publicação: 20/09/2016 Número do Diário: 2203 Página: 1641/1656	H:Arquivado
Recebidos os Autos da Fazenda Pública Estadual RUA MARIA PAULA, 67 ( CONTROLE 1215/17 5º ) Tipo de local de destino: Cartório Especificação do local de destino: Unidade de Processamento das Execuções contra a Fazenda Pública da Comarca da Capital - UPEFAZ	H:Ativo
Certidão de Publicação Expedida Relação :0474/2017 Data da Disponibilização: 06/03/2018 Data da Publicação: 07/03/2018 Número do Diário: Página:	H:Ativo
Trânsito em Julgado às partes - com Baixa	H:Arquivado
Recebidos os Autos da Procuradoria do Estado retirado pelo funcionario jose carlos - levando somente o volume n 4 Tipo de local de destino: Cartório Especificação do local de destino: Unidade de Processamento das Execuções contra a Fazenda Pública da Comarca da Capital - UPEFAZ	H:Ativo
Agravo de Instrumento - Acórdão e Demais Peças Juntados - Com Trânsito em Julgado - Agravo Destruído	H:Ativo
Tipo do Movimento:Arquivamento Tipo de arquivamento:definitivoMaço:3675Maço recebido pelo arquivo em:31/05/2016Local de arquivamento:Arquivo Geral - Rio de Janeiro	H:Arquivado
Certidão de Trânsito em Julgado com Baixa Expedida Certidão - Trânsito em Julgado com Baixa - Processo Digital	H:Ativo
Certidão de Publicação Expedida Relação :1119/2017 Data da Disponibilização: 23/06/2017 Data da Publicação: 26/06/2017 Número do Diário: 2373 Página: 1208/1213	H:Ativo
Suspensão do Prazo Prazo referente ao usuário foi alterado para 06/02/2019 devido à alteração da tabela de feriados	H:Ativo
Ofício Expedido Ofício - Desarquivamento de Autos	H:Arquivado
Recibo Juntado	H:Ativo
Documento Juntado	H:Ativo
Certidão de Cartório Expedida Certidão - Genérica	H:Ativo
Arquivado Definitivamente	H:Arquivado
Certidão de Trânsito em Julgado com Baixa Expedida DE ARQUIVAMENTO JÁ COM TRANSITO - FAZENDA	H:Arquivado
Arquivado Definitivamente ARQUIVADO CX:2220/19	H:Arquivado
Suspensão do Prazo Prazo referente ao usuário foi alterado para 03/04/2019 devido à alteração da tabela de feriados	H:Ativo
Decurso de Prazo fls. 208	H:Ativo
Remetidos os Autos para Outro Tribunal Estadual (movimentação exclusiva do distribuidor) A Comarca de São Félix do Coribe-BA Conf desp de fls 52 de 24.07.2017 processo gravado em mídia-dvd	H:Ativo
Tipo do Movimento:Juntada - Petição Descrição da juntada:Documento eletrônico juntado de forma automática.	H:Ativo
Arquivado Definitivamente	H:Arquivado
Tipo do Movimento:Arquivamento Tipo de arquivamento:definitivoMaço:14488Maço recebido pelo arquivo em:09/12/2015Local de arquivamento:Arquivo Geral - Rio de Janeiro	H:Arquivado
Certidão de Cartório Expedida Certidão - decurso do prazo sem cumprimento	H:Suspenso
Trânsito em Julgado às partes - Com Baixa - Sentenças do art. 485, I, IV, VI e IX do CPC - Sem Citação Certidão - Trânsito em Julgado com Baixa - Sem Resolução do Mérito - Art. 485, I, IV, VI e IX do CPC - Processo Digital	H:Arquivado
Trânsito em Julgado às partes - com Baixa	H:Arquivado
Recebidos os Autos do Advogado Tipo de local de destino: Cartório Especificação do local de destino: Cartório do Setor de Execuções contra a FazPública	H:Ativo
Certidão de Cartório Expedida Certidão - Genérica	H:Ativo
Suspensão do Prazo Prazo referente ao usuário foi alterado para 13/05/2019 devido à alteração da tabela de feriados	H:Ativo
AR Positivo Juntado Juntada de AR : AR833131045TJ Situação : Cumprido Modelo : Processo Digital - Carta - Intimação das Fazendas Públicas Destinatário : Instituto Nacional do Seguro Social Diligência : 13/07/2018	H:Ativo
Petição Juntada Juntada a petição diversa - Tipo: Petições Diversas em Procedimento Comum Cível - Número: 80003 - Protocolo: FFPA19000415967	H:Ativo
Enviado Para 2ª Inst No Lote 2016/ 196 Recebimento -2ª Inst.(Sra/Df) Ação Trabalhista (Ordinário)	H:Arquivado
Apensado ao processo Apenso o processo 0004774-25.2019.8.26.0320 - Classe: Cumprimento de Sentença contra a Fazenda Pública - Assunto principal: Responsabilidade da Administração	H:Ativo
Arquivado Definitivamente	H:Arquivado
Arquivado Provisoriamente	H:Suspenso
Arquivamento Provisório - Cumprimento de Sentença Digital	H:Suspenso
Certidão de Publicação Expedida Relação :0054/2019 Data da Disponibilização: 28/02/2019 Data da Publicação: 01/03/2019 Número do Diário: 2759 Página: 3096/3115	H:Ativo
Tipo do Movimento:Publicado  Atos da Serventia Folhas do DJERJ.:50/63	H:Ativo
Arquivado Definitivamente PACOTE 3026/2017 - EXTINTO	H:Arquivado
Certidão de Intimação Expedida Certidão - Intimação do INSS - DIGITAIS	H:Arquivado
Despacho	H:Arquivado
Certidão de Cartório Expedida C E R T I D Ã O Certifico e dou fé que não houve manifestação. Certifico e dou fé que encaminhei os autos ao arquivo. Nada Mais. São Paulo, 31 de outubro de 2018. Eu, ___, Silvia Soares Hungria Prado Uelze, Coordenador.	H:Suspenso
Trânsito em Julgado às partes - Proc. em Andamento CERTIDÃO Processo Físico n°:0003442-97.2009.8.26.0053 Classe - Assunto:Procedimento Ordinário - Assunto Principal do Processo << Nenhuma informação disponível >> Requerente:Carolina Maria de Oliveira e Silva e outros Requerido:Fazenda Publica do Estado de São Paulo - FESP Prioridade Idoso CERTIDÃO - TRÂNSITO EM JULGADO Certifico e dou fé que a r. sentença de fls. 295/296, transitou em julgado em 14/05/2015,nos termos do artigo 794-I do CPC. Nada Mais. São Paulo, 17 de junho de 2015. Eu, ___, Maria das Graças da Conceição, Escrevente Técnico Judiciário.	H:Arquivado
Arquivado Definitivamente PACOTE 3466/2017	H:Arquivado
Tipo do Movimento:Arquivamento Tipo de arquivamento:definitivoMaço:8366Maço recebido pelo arquivo em:25/02/2016Local de arquivamento:Arquivo Geral - Rio de Janeiro	H:Arquivado
Arquivado Definitivamente	H:Arquivado
Remetidos os Autos para o Arquivo Geral – Devolução de Feitos Não Reativados	H:Arquivado
Remetidos os Autos para o Arquivo Geral – Devolução de Feitos Não Reativados Aquivado na caixa: 6809/2016. (1º e 2º volume)	H:Arquivado
Arquivado Definitivamente	H:Arquivado
Remetidos os Autos para o Tribunal de Justiça - Seção de Direito Público CONTROLE: 3376/13 ( 1º E 2º VOLUMES) Tipo de local de destino: Tribunal de Justiça de São Paulo Especificação do local de destino: Tribunal de Justiça de São Paulo	H:Ativo
Trânsito em Julgado às partes - com Baixa	H:Arquivado
Mensagem Eletrônica (e-mail) Juntada	H:Ativo
Arquivado Provisoriamente Certifico e dou fé que em cumprimento ao despacho de fls. 69, item 3, remeto estes autos ao arquivo provisório. Nada Mais.	H:Suspenso
Tipo do Movimento:Publicado  Atos da Serventia Folhas do DJERJ.:431/438	H:Arquivado
Baixa Definitiva Tratava-se da restauração dos volumes 1 e 2 dos autos 7549/05, os quais foram localizados.	H:Arquivado
Certidão de Objeto e Pé Expedida Certidão - Objeto e Pé - Criminal	H:Ativo
Certidão de Publicação Expedida Relação :0072/2019 Data da Disponibilização: 02/04/2019 Data da Publicação: 03/04/2019 Número do Diário: 2780 Página: 277/303	H:Ativo
Arquivado Definitivamente Comunicado CG 1789/2017 - instaurado incidente de cumprimento de sentença	H:Arquivado
Certidão de Publicação Expedida Relação :0034/2019 Data da Disponibilização: 25/02/2019 Data da Publicação: 26/02/2019 Número do Diário: 2756 Página: 1221/1240	H:Arquivado
Arquivado Definitivamente	H:Arquivado
Certidão de Publicação Expedida Relação :0401/2015 Data da Disponibilização: 22/09/2015 Data da Publicação: 23/09/2015 Número do Diário: 1972 Página: 2286	H:Arquivado
Baixa Definitiva	H:Arquivado
Tipo do Movimento:Juntada - Petição Descrição da juntada:Documento eletrônico juntado de forma automática.	H:Ativo
Arquivado Definitivamente MAÇO 639/2017	H:Arquivado
Remetidos os Autos para o Tribunal de Justiça/Colégio Recursal - Processo Digital	H:Ativo
Trânsito em Julgado às partes Acórdão transitou em julgado em 20/05/17	H:Arquivado
Arquivado Provisoriamente - Execução Frustrada	H:Suspenso
Arquivado Definitivamente	H:Arquivado
Suspensão do Prazo Prazo referente à movimentação foi alterado para 07/03/2019 devido à alteração da tabela de feriados	H:Ativo
Certidão de Publicação Expedida Relação :0434/2017 Data da Disponibilização: 16/10/2017 Data da Publicação: 17/10/2017 Número do Diário: 2450 Página: 3544	H:Arquivado
Conclusos para Decisão cls 18/03/19	H:Ativo
Petição Juntada Nº Protocolo: WFPA.18.70474964-2 Tipo da Petição: Petições Diversas Data: 21/11/2018 14:38	H:Ativo
Remetidos os Autos para o Tribunal de Justiça - Seção de Direito Público 1º ao 2º vol Tipo de local de destino: Tribunal de Justiça de São Paulo Especificação do local de destino: Tribunal de Justiça de São Paulo	H:Ativo
Certidão de Cartório Expedida Certidão - Genérica	H:Arquivado
Arquivado Provisoriamente	H:Suspenso
Suspensão do Prazo Prazo referente ao usuário foi alterado para 06/02/2019 devido à alteração da tabela de feriados	H:Ativo
Certidão de Publicação Expedida Relação :0190/2017 Data da Disponibilização: 20/07/2017 Data da Publicação: 21/07/2017 Número do Diário: Página:	H:Ativo
Arquivado Provisoriamente arquivo provisório	H:Suspenso
Suspensão do Prazo Prazo referente ao usuário foi alterado para 03/08/2018 devido à alteração da tabela de feriados Prazo referente ao usuário foi alterado para 20/08/2018 devido à alteração da tabela de feriados	H:Ativo
Pedido de Extinção - Obrigação Satisfeita (art. 924, II, do CPC) Nº Protocolo: WITA.19.70051032-8 Tipo da Petição: Pedido de Extinção (art. 924, II, do CPC) Data: 12/03/2019 13:47	H:Ativo
Tipo do Movimento:Digitação de Documentos 	H:Ativo
Certidão de Trânsito em Julgado com Baixa Expedida Certifico e dou fé que a r. sentença de fls. 86/87 transitou em julgado em 15 de maio de 2018. Certifico ainda que o processo foi baixado definitivamente no sistema. Nada Mais.	H:Arquivado
Autos no Prazo PRAZO 02/04/19	H:Ativo
Certidão de Publicação Expedida Relação :0079/2019 Data da Disponibilização: 18/03/2019 Data da Publicação: 19/03/2019 Número do Diário: 2769 Página:	H:Ativo
Conclusos para Despacho	H:Ativo
Baixa Definitiva	H:Arquivado
Certidão de Publicação Expedida Relação :1048/2017 Data da Disponibilização: 14/09/2017 Data da Publicação: 15/09/2017 Número do Diário: 2430 Página: 2293/2295	H:Arquivado
Trânsito em Julgado às partes - com Baixa	H:Arquivado
Trânsito em Julgado às partes - com Baixa Trânsito Acórdão - certidão de fls. 105 - 13/03/2015 Em fase de Cumprimento de Sentença - Andamento no incidente processual.	H:Arquivado
Arquivado Definitivamente	H:Arquivado
Certidão de Publicação Expedida Relação :0279/2019 Data da Disponibilização: 25/03/2019 Data da Publicação: 26/03/2019 Número do Diário: 2774 Página: 1749/1754	H:Ativo
Tipo do Movimento:Publicado  Decisão Folhas do DJERJ.:644/664	H:Arquivado
Apelação/Razões Juntada Nº Protocolo: WFPA.17.70268451-8 Tipo da Petição: Razões de Apelação Data: 04/09/2017 14:08	H:Ativo
Remetidos os Autos para o Cartório Distribuidor Local para Redistribuição	H:Ativo
Remetidos os Autos para o Tribunal de Justiça - Seção de Direito Público Tipo de local de destino: Tribunal de Justiça de São Paulo Especificação do local de destino: Tribunal de Justiça de São Paulo	H:Ativo
Petição Juntada Nº Protocolo: WFPA.17.80015523-4 Tipo da Petição: Petição Intermediária Data: 08/03/2017 15:00	H:Ativo
Pedido de Habilitação Juntado Nº Protocolo: WIAQ.19.70012687-0 Tipo da Petição: Pedido de Habilitação Data: 18/02/2019 16:54	H:Ativo
Arquivado Definitivamente 1º E 2º VOLUME NO PACOTE N. 9347/2018	H:Arquivado
Certidão de Publicação Expedida Relação :0047/2019 Data da Disponibilização: 25/02/2019 Data da Publicação: 26/02/2019 Número do Diário: 2756 Página: 1425/1432	H:Ativo
Certidão de Publicação Expedida Relação :0032/2019 Data da Disponibilização: 30/01/2019 Data da Publicação: 31/01/2019 Número do Diário: 2738 Página: 4386	H:Ativo
Certidão de Cartório Expedida C E R T I D Ã OCertifico e dou fé que a ação Monitória - Contratos Bancários, ajuizada por 'Banco do Brasil S/A contra Márcio R - Comércio e Impressão Digital Ltda - ME e outros, feito distribuído na 2ª Vara Cível sob número 0002982-65.2015.8.26.0291. Nada Mais. Jaboticabal, 29 de maio de 2018. Eu, Marli Aparecida do Amaral Faria, Escrevente Técnico Judiciário, assino digitalmente.C E R T I D Ã OCertifico e dou fé que nesta data conferi as folhas do processo, encontrando-se correta a numeração das mesmas. Nada Mais, Jaboticabal, 29 de maio de 2018. Eu, Marli Aparecida do Amaral Faria, Escrevente Técnico Judiciário, assino digitalmente.C E R T I D Ã O - INEXISTÊNCIA DE MÍDIA DIGITALCertifico e dou fé haver verificado não existirem arquivos audiovisuais gravados em mídias digitais e/ou depositados pelas partes em cartório. Nada Mais. Jaboticabal, 29 de maio de 2018. Eu, Marli Aparecida do Amaral Faria, Escrevente Técnico Judiciário, assino digitalmente.C E R T I D Ã O - REMESSAAos 29 de maio de 2018, em cumprimento ao r. Despacho/Decisão de fls. 277, faço a remessa dos presentes autos ao Egrégio Tribunal de Justiça de São Paulo Seção de Direito Privado - Primeira Subseção (I.28), 1ª a 24ª Câmaras, Complexo Judiciário Ipiranga, sala 45, com as movimentações necessárias no sistema SAJPG5. Nada Mais. Jaboticabal, 29 de maio de 2018. Eu, Marli Aparecida do Amaral Faria, Escrevente Técnico Judiciário, assino digitalmente.	H:Ativo
Tipo do Movimento:RemessaDestinatário:Central de Arquivamento Prazo:15 dia(s)	H:Arquivado
Petição Juntada Nº Protocolo: WPPE.19.80001650-3 Tipo da Petição: Petições Diversas Data: 30/01/2019 16:51	H:Ativo
Certidão de Publicação Expedida Relação :0094/2019 Data da Disponibilização: 27/02/2019 Data da Publicação: 28/02/2019 Número do Diário: 2758 Página: 3274	H:Ativo
Arquivado Provisoriamente - Execução Frustrada Arquivado provisoriamente na caixa 1959/2018-CÍVEL	H:Suspenso
Certidão de Cartório Expedida Certifico e dou fé que a parte exequente protocolou o incidente de cumprimento de sentença, conforme determinado. Certifico, ainda, que faço remessa dos presentes autos físicos ao arquivo provisório do cartório, em acordo com o Provimento CG 16/2016.	H:Suspenso
Arquivado Definitivamente PROCESSO ARQUIVADO NA CX. 4950/2017 - EM 30/01/2017	H:Arquivado
Remetidos os Autos para o Arquivo Geral – Devolução de Feitos Não Reativados	H:Suspenso
Certidão de Cartório Expedida Certidão - Genérica	H:Ativo
Remetidos os Autos para o Tribunal de Justiça - Seção de Direito Público Tipo de local de destino: Tribunal de Justiça de São Paulo Especificação do local de destino: Tribunal de Justiça de São Paulo	H:Ativo
Início da Execução Juntado 0002507-08.2019.8.26.0053 - Cumprimento de sentença	H:Ativo
Documento Juntado	H:Arquivado
Arquivado Definitivamente ARQUIVADO NA CAIXA 4387/2016.	H:Arquivado
AR Positivo Juntado Juntada de AR : AR702443632TJ Situação : Cumprido Modelo : Processo Digital - Carta - Intimação do Réu para Ciência da Sentença - Art. 331, § 3º e 332, § 2º do CPC - NOVO CPC Destinatário : BV Financeira S/A Crédito, Financiamento e Investimento Diligência : 05/07/2017	H:Arquivado
Arquivado Provisoriamente CAIXA Nº 3337/2015	H:Suspenso
Arquivado Definitivamente volume 01 e 05 apensos MP 14.0347.0000554/2013-7- caixa 4852/19 volumes 02, 03, 04, 05 e 06 caixa 4853/19 volumes 07 e 08 caixa 4854/19	H:Arquivado
Mandado Devolvido Cumprido Negativo 17/09/2015, às 15 horas, dirigi-me à Rua Rubens Meireles, 235, Apto 184, Torre 1, nesta Capital, aí sendo, DEIXEI de citar a requerida GISELE BATISTA ROCHA, haja vista que fui informado que a mesma não reside mais no local.	H:Arquivado
Recebidos os Autos do Advogado Tipo de local de destino: Cartório Especificação do local de destino: Cartório da 9ª Vara de Fazenda Pública	H:Ativo
Suspensão do Prazo Prazo referente ao usuário foi alterado para 03/04/2019 devido à alteração da tabela de feriados Prazo referente ao usuário foi alterado para 13/03/2019 devido à alteração da tabela de feriados	H:Ativo
Baixa Definitiva	H:Arquivado
Autos no Prazo	H:Ativo
Arquivado Definitivamente	H:Arquivado
Petição Juntada Juntada a petição diversa - Tipo: Petições Diversas em Procedimento Comum Cível - Número: 80011 - Protocolo: FGJA19000078724	H:Suspenso
Interessado TJ	H:Ativo
Certidão de Trânsito em Julgado com Baixa Expedida Certidão - Trânsito em Julgado com Baixa - Processo Digital	H:Arquivado
Conclusos para Decisão	H:Ativo
Arquivo em Guarda permanente CAIXA 53522016 ENCAMINHADO PARA A RECALL	H:Suspenso
Arquivado Definitivamente 5383/2015	H:Arquivado
Arquivado Provisoriamente	H:Suspenso
"Tipo do Movimento:Ato Ordinatório Praticado Descrição:Em cumprimento à r. decisão de fl. 106, faço os autos conclusos para sentença.

Tiago Viegas Pontes
TAJ - Matr. 01/31750"	H:Ativo
Conclusos para Sentença	H:Ativo
Recebidos os Autos do Ministério Público EXECUÇÃO 883/17 - 1ºV. AO 4ºV. + APENSOS Tipo de local de destino: Cartório Especificação do local de destino: Unidade de Processamento das Execuções contra a Fazenda Pública da Comarca da Capital - UPEFAZ	H:Ativo
Serventuário Retornou ao arquivo dia 25/04/2017.	H:Arquivado
Petição Juntada Juntada a petição diversa - Tipo: Petições Diversas em Ação Penal - Procedimento Ordinário - Número: 80027 - Complemento: secretaria judiciaria	H:Arquivado
Certidão de Trânsito em Julgado com Baixa Expedida Certidão - Trânsito em Julgado com Baixa - Processo Digital	H:Arquivado
Trânsito em Julgado às partes - com Baixa	H:Arquivado
Tipo do Movimento:Juntada - Petição Descrição da juntada:Documento eletrônico juntado de forma automática.	H:Ativo
Baixa Definitiva	H:Arquivado
Extinta A Execução/Cumprimento Da Sentença Pela Satisfação Da Obrigação	H:Arquivado
Arquivado Definitivamente	H:Arquivado
Tipo do Movimento:Arquivamento Tipo de arquivamento:definitivoMaço:5866Maço recebido pelo arquivo em:13/08/2018Local de arquivamento:Arquivo Geral - Rio de Janeiro	H:Arquivado
Certidão de Publicação Expedida Relação :0104/2019 Data da Disponibilização: 01/04/2019 Data da Publicação: 02/04/2019 Número do Diário: 2779 Página: 2889/2902	H:Ativo
Mero Expediente	H:Ativo
Remetidos os Autos para o Tribunal de Justiça - Seção de Direito Privado Direito Privado I Tipo de local de destino: Tribunal de Justiça de São Paulo Especificação do local de destino: Tribunal de Justiça de São Paulo	H:Ativo
Arquivado Provisoriamente	H:Suspenso
Remetidos os Autos para o Tribunal de Justiça/Colégio Recursal - Processo Digital	H:Ativo
Certidão de Publicação Expedida Relação :0238/2017 Data da Disponibilização: 04/08/2017 Data da Publicação: 07/08/2017 Número do Diário: 2403/2017 Página: 1885 e ss	H:Ativo
Arquivado Definitivamente PACOTE - 4994/2019	H:Arquivado
Certidão de Publicação Expedida Relação :0390/2018 Data da Disponibilização: 17/10/2018 Data da Publicação: 18/10/2018 Número do Diário: Página:	H:Ativo
Arquivado Definitivamente	H:Arquivado
Despacho Defiro o prazo requerido. S.P., 14.01.2019 (Despacho proferido no Ofício 03/19, de 11.01.2019, deferindo o prazo de 30 dias úteis, requerido pela Contadoria).	H:Arquivado
Arquivado Definitivamente	H:Arquivado
Julgada Improcedente A Ação	H:Ativo
Arquivado Provisoriamente	H:Suspenso
Arquivado Provisoriamente Caixa 3450/2016	H:Suspenso
Arquivado Definitivamente ARQUIVADO NO PACOTE Nº 11.718/2017 (1º E 2º VOLUMES)	H:Arquivado
Remetidos os Autos para o Tribunal de Justiça/Colégio Recursal - Processo Digital	H:Ativo
Guia Juntada	H:Arquivado
AR Positivo Juntado	H:Ativo
Arquivado Provisoriamente - Execução Frustrada	H:Suspenso
Arquivado Provisoriamente	H:Suspenso
Certidão de Cartório Expedida Certidão - Genérica	H:Ativo
Certidão de Publicação Expedida Relação :0164/2018 Data da Disponibilização: 11/06/2018 Data da Publicação: 12/06/2018 Número do Diário: 2592 Página: 577	H:Ativo
Conclusos para Despacho	H:Ativo
Arquivado Definitivamente arquivado pacote 6876/2017	H:Arquivado
Suspensão do Prazo Prazo referente ao usuário foi alterado para 05/04/2019 devido à alteração da tabela de feriados	H:Ativo
Arquivado Definitivamente	H:Arquivado
Remetidos os Autos para o Tribunal de Justiça - Seção de Direito Público Remetido ao Egrégio Tribunal de Justiça ( eção de Direito Público) 17.05.2013 Tipo de local de destino: Tribunal de Justiça de São Paulo Especificação do local de destino: Tribunal de Justiça de São Paulo	H:Ativo
Tipo do Movimento:Publicado  Decisão Folhas do DJERJ.:492/508	H:Ativo
Serventuário juntada de petição	H:Ativo
Arquivado Definitivamente	H:Arquivado
Remetidos os Autos para o Tribunal de Justiça/Colégio Recursal - Processo Digital	H:Ativo
Certidão de Publicação Expedida Relação :0040/2018 Data da Disponibilização: 06/02/2018 Data da Publicação: 07/02/2018 Número do Diário: 2511 Página: 1054/1057	H:Arquivado
Arquivado Definitivamente	H:Arquivado
Conclusos para Despacho	H:Ativo
Arquivado Definitivamente	H:Arquivado
Mensagem Eletrônica (e-mail) Juntada	H:Arquivado
Arquivado Definitivamente (2 VOLUMES)	H:Arquivado
Arquivado Provisoriamente	H:Suspenso
